[ 2026-06-12 12:45:14,308] 161 numexpr.utils -INFO - NumExpr defaulting to 4 threads.
[ 2026-06-12 12:45:15,939] 34 root -INFO - Initiating Data Ingestion
[ 2026-06-12 12:45:15,939] 120 root -INFO - Started Data Ingestion
[ 2026-06-12 12:45:15,939] 33 root -INFO - Reading data from MongoDB database: ADITYAAI, collection: NetworkData
[ 2026-06-12 12:45:16,679] 48 root -INFO - Fetched 1000 rows and 31 columns from MongoDB
[ 2026-06-12 12:45:16,720] 72 root -INFO - Data exported to feature store: Artifacts\06_12_2026_12_45_14\data_ingestion\feature_store\phishingData.csv
[ 2026-06-12 12:45:16,722] 89 root -INFO - Performed train-test split on the dataframe
[ 2026-06-12 12:45:16,730] 111 root -INFO - Exported train and test datasets successfully
[ 2026-06-12 12:45:16,730] 133 root -INFO - Data Ingestion Completed
[ 2026-06-12 12:45:16,735] 55 root -INFO - Initiating Data Validation
[ 2026-06-12 12:45:16,743] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-12 12:45:16,743] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-12 12:45:16,796] 61 root -INFO - Data Validation Completed
[ 2026-06-12 12:45:16,797] 69 root -INFO - Data Transformation Started
[ 2026-06-12 12:45:16,797] 50 root -INFO - entered initiate_data_transformation method of  DataTransformation class
[ 2026-06-12 12:45:16,797] 52 root -INFO - starting data transformation
[ 2026-06-12 12:45:16,805] 37 root -INFO - entered get_data_transformer_object method of transformation class
[ 2026-06-12 12:45:16,805] 40 root -INFO - initialize KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-12 12:45:16,817] 53 root -INFO - Entered the save_object method of MainUtils class
[ 2026-06-12 12:45:16,818] 60 root -INFO - Exited the save_object method of MainUtils class
[ 2026-06-12 12:45:16,818] 89 root -INFO - Data Transformation Completed
