[ 2026-06-12 15:33:53,252] 161 numexpr.utils -INFO - NumExpr defaulting to 4 threads.
[ 2026-06-12 15:33:54,875] 31 root -INFO - Data Ingestion Started
[ 2026-06-12 15:33:54,875] 120 root -INFO - Started Data Ingestion
[ 2026-06-12 15:33:54,875] 33 root -INFO - Reading data from MongoDB database: ADITYAAI, collection: NetworkData
[ 2026-06-12 15:33:55,392] 48 root -INFO - Fetched 1000 rows and 31 columns from MongoDB
[ 2026-06-12 15:33:55,399] 72 root -INFO - Data exported to feature store: Artifacts\06_12_2026_15_33_53\data_ingestion\feature_store\phishingData.csv
[ 2026-06-12 15:33:55,401] 89 root -INFO - Performed train-test split on the dataframe
[ 2026-06-12 15:33:55,408] 111 root -INFO - Exported train and test datasets successfully
[ 2026-06-12 15:33:55,408] 133 root -INFO - Data Ingestion Completed
[ 2026-06-12 15:33:55,408] 48 root -INFO - Data Ingestion Completed
[ 2026-06-12 15:33:55,408] 53 root -INFO - Data Validation Started
[ 2026-06-12 15:33:55,418] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-12 15:33:55,418] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-12 15:33:55,456] 71 root -INFO - Data Validation Completed
[ 2026-06-12 15:33:55,456] 76 root -INFO - Data Transformation Started
[ 2026-06-12 15:33:55,456] 50 root -INFO - entered initiate_data_transformation method of  DataTransformation class
[ 2026-06-12 15:33:55,456] 52 root -INFO - starting data transformation
[ 2026-06-12 15:33:55,462] 37 root -INFO - entered get_data_transformer_object method of transformation class
[ 2026-06-12 15:33:55,462] 40 root -INFO - initialize KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-12 15:33:55,470] 54 root -INFO - Entered the save_object method of MainUtils class
[ 2026-06-12 15:33:55,470] 61 root -INFO - Exited the save_object method of MainUtils class
[ 2026-06-12 15:33:55,471] 94 root -INFO - Data Transformation Completed
[ 2026-06-12 15:33:55,471] 99 root -INFO - Model Training Started
[ 2026-06-12 15:33:55,471] 172 root -INFO - Loading transformed train and test arrays
