[ 2026-06-11 15:54:21,434] 161 numexpr.utils -INFO - NumExpr defaulting to 4 threads.
[ 2026-06-11 15:54:23,381] 28 root -INFO - Initiating Data Ingestion
[ 2026-06-11 15:54:23,381] 120 root -INFO - Started Data Ingestion
[ 2026-06-11 15:54:23,381] 33 root -INFO - Reading data from MongoDB database: ADITYAAI, collection: NetworkData
[ 2026-06-11 15:54:25,174] 48 root -INFO - Fetched 1000 rows and 31 columns from MongoDB
[ 2026-06-11 15:54:25,181] 72 root -INFO - Data exported to feature store: Artifacts\06_11_2026_15_54_21\data_ingestion\feature_store\phishingData.csv
[ 2026-06-11 15:54:25,183] 89 root -INFO - Performed train-test split on the dataframe
[ 2026-06-11 15:54:25,190] 111 root -INFO - Exported train and test datasets successfully
[ 2026-06-11 15:54:25,190] 133 root -INFO - Data Ingestion Completed
[ 2026-06-11 15:54:25,195] 46 root -INFO - Initiating Data Validation
[ 2026-06-11 15:54:25,531] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-11 15:54:25,531] 51 root -INFO - Number of columns in dataframe: 31
[ 2026-06-11 15:54:26,584] 52 root -INFO - Data Validation Completed
